,X,StateAbbr,CityName,GeographicLevel,PopulationCount,GeoLocation,CityFIPS,TractFIPS,ACCESS2,percentACCESS2,leastACCESS2,posACCESS2,ARTHRITIS,BINGE,BPHIGH,BPMED,CANCER,CASTHMA,CHD,CHECKUP,CHOLSCREEN,COLON_SCREEN,COPD,COREM,COREW,CSMOKING,DENTAL,DIABETES,HIGHCHOL,KIDNEY,LPA,MAMMOUSE,MHLTH,OBESITY,PAPTEST,PHLTH,SLEEP,STROKE,TEETHLOST,Lat,Long,avgOutcome,sdOutcome,avgBehavior,sdBehavior,avgPrevent,sdPrevent,sdPHLTH,sdMHLTH,sdACCESS2,sdCANCER,sdMAMMOUSE,sdCOPD
127,128,CA,South Gate,City,94396,"33.9447322664, -118.192550525",673080,NA,35.7,four,0.975,64.3,20.3,14.6,28,50.5,4.6,8.6,6.9,63.5,71.9,49,5.8,19.8,18.5,16.5,48.9,15,35.9,3.2,31.9,76.5,14.9,31.8,78.9,18.6,38.7,3.2,14.4,33.94473227,-118.1925505,13.8,10.02646498,26.7,10.5770979,51.32,21.84067561,2.570807778,1.966054023,6.21,0.549521323,2.407969225,0.828505312
128,129,CA,Stockton,City,291707,"37.9766322679, -121.311121669",675000,NA,23.4,four,0.809,76.6,22,13.6,33.9,56,5.2,9.4,6.4,63.2,70.7,56.4,6.7,25.4,23.4,18,53.5,12.1,35.5,2.8,31,76.3,14.1,29.4,76.2,15.7,38,3.4,16.4,37.97663227,-121.3111217,14.12307692,10.73073109,26,9.978977904,52.45,21.16161357,3.807979463,2.958743022,10.44,1.339279686,4.192262389,1.477824142
129,130,CA,Sunnyvale,City,140081,"37.3834416566, -122.025624324",677000,NA,10,one,0.08,90,16.2,14.1,25.4,50,5.3,7,4.2,66.2,75.6,66.9,3.5,29.8,33.5,9.3,75,7.6,31.1,2.1,16.9,82.7,8.2,16.9,81.7,8.2,32.2,1.9,6.1,37.38344166,-122.0256243,9.753846154,9.048353016,17.88,8.586151641,57.14,25.10662595,1.729489232,1.596740831,4.2,1.514389113,1.900090742,0.841796109
130,131,CA,Temecula,City,100097,"33.5029980884, -117.12239028",678120,NA,11.9,one,0.164,88.1,20.1,18,28.2,48.5,6.1,8.3,5.1,67.2,75.8,66.7,5,28.6,31.5,14.3,69.9,8.2,32.6,2.3,19.9,82,10.9,24.3,84.1,10.6,35.4,2.3,9,33.50299809,-117.1223903,11.43846154,9.609937431,22.38,8.121391506,56.62,25.03112729,1.138627183,1.022315935,3.25,1.017179276,1.486184574,0.723402853
131,132,CA,Thousand Oaks,City,126683,"34.1917745655, -118.874888411",678582,NA,10,one,0.081,90,18,18.6,27.6,51.5,6.2,8,4.7,63,76.7,69.9,4.4,30.4,31.6,11.8,73.7,6.9,32.3,2.1,16.8,81.8,9.8,20.4,85.6,9.2,27.6,2.1,7.4,34.19177457,-118.8748884,10.66923077,9.508713952,19.04,5.760902707,57.42,25.5877488,1.429669551,1.421020388,4.23,1.418486226,2.090071643,0.793717061
132,133,CA,Torrance,City,145438,"33.8345985464, -118.341641983",680000,NA,10.6,one,0.105,89.4,16.6,15.7,24.9,50,5.5,6.9,4.4,68.2,75.8,65.9,3.8,27.7,31.1,11,72,8,34.1,2.1,17.4,82.9,9,17.7,81.7,9,34.8,2,6.1,33.83459855,-118.341642,10.18461538,9.544705876,19.32,9.059083839,56.59,25.37183259,0.8467721,0.892651996,2.37,1.123157495,1.009244625,0.483331352
133,134,CA,Tracy,City,82922,"37.7243277375, -121.444621463",680238,NA,16,two,0.37,84,20.2,16.5,30.2,53.2,5.5,8.5,5.5,64.2,74,63.6,5.4,27.7,26.9,15.2,63.7,9.6,34,2.5,24.5,79.7,11.8,26.1,82.6,12.1,35.1,2.7,12,37.72432774,-121.4446215,12.30769231,10.01710716,23.48,8.065482007,55.16,23.63148559,2.176447352,1.559092438,5.18,0.482723501,2.342124986,1.032547261
134,135,CA,Turlock,City,68549,"37.5052158271, -120.858762412",680812,NA,18.1,three,0.524,81.9,21.8,17.1,28.4,52.7,6,9.1,6.1,64.5,71.5,62.1,6.5,27.7,28.5,17.1,62.1,9.8,32.4,2.6,24.1,78.7,13.3,28.8,80.4,13.8,34.5,2.9,12.9,37.50521583,-120.8587624,12.73846154,9.422007789,24.32,7.549966887,54.63,22.31900287,3.617905208,2.588123056,8.46,1.539325765,3.202112398,1.911792975
135,136,CA,Tustin,City,75540,"33.7308520326, -117.810730968",680854,NA,16.9,two,0.435,83.1,18.2,16.5,26.6,52.2,5.5,8,5,65.5,74.8,62.7,4.9,26.4,29.7,13.3,65.7,9.1,31.5,2.3,22.4,80.5,11,20.5,80.1,11.4,32.3,2.4,9.4,33.73085203,-117.810731,11.17692308,9.053006301,21,7.236021006,55.45,23.26610553,3.169941547,2.837770459,9.96,1.524023313,3.343851054,1.283377896
136,137,CA,Union City,City,69516,"37.6028390812, -122.018966106",681204,NA,14,one,0.28,86,17.4,12.8,24.2,51.3,4.7,7.2,4.4,66.1,73.2,63.2,3.9,29.7,27.4,11.8,65.2,9.7,31.5,2.2,22.9,79.5,9.6,17.3,78.3,10.1,35,2.2,8.9,37.60283908,-122.0189661,10.46153846,8.86721851,19.96,9.483828341,54.79,23.24977658,1.849639605,1.42347872,4.71,1.108452375,1.689575884,0.83416625
137,138,CA,Upland,City,73732,"34.1178445701, -117.660290062",681344,NA,15.6,two,0.363,84.4,20.3,16.6,27.5,52.1,5.9,8.6,5.3,66,72.1,64.4,5.4,31.2,29.6,14.3,63.5,9.3,32,2.4,20.8,80.8,11.7,24.5,83.3,12,35.2,2.6,9.9,34.11784457,-117.6602901,11.76153846,9.300227458,22.28,8.215655786,55.86,23.10729563,2.126305827,2.288558498,6.82,1.558940062,2.762684649,0.799218368
138,139,CA,Vacaville,City,92428,"38.3597235063, -121.96903046",681554,NA,12.8,one,0.209,87.2,21,19,28.2,52.9,6,8.6,5.6,64.6,75.2,66.4,5.4,28.7,30.7,15.6,67.1,8.9,31.9,2.4,19.8,79.2,11.5,26.2,83.1,11.3,33.5,2.6,10.3,38.35972351,-121.9690305,11.82307692,9.42020469,22.82,7.094504916,56.07,24.05503181,1.766977795,1.273370992,3.25,1.908009434,1.915442782,1.264036975
139,140,CA,Vallejo,City,115942,"38.1135329247, -122.235518478",681666,NA,16.3,two,0.39,83.7,21.3,14.5,31,55.8,5.3,8.9,5.5,65.7,73.1,60.8,5.7,25.2,26.6,15.8,60.3,11.1,32.6,2.6,24.6,77.9,12.2,26.6,77.3,12.8,36.9,3,13.1,38.11353292,-122.2355185,12.7,9.890989165,23.68,9.089939494,53.9,22.86763846,3.096215921,2.35802948,5.29,0.817945041,3.143159359,1.647869377
140,141,CA,Victorville,City,115903,"34.5277691103, -117.353855136",682590,NA,22.8,three,0.775,77.2,23.2,15.1,31.5,54.4,5.6,9.9,6.8,64.9,70.1,55.4,7.5,25.8,23,19.1,51.2,12.7,33.1,2.9,27.8,77,14.9,30.4,79.6,16.6,39.2,3.6,16.8,34.52776911,-117.3538551,14.23846154,9.936845447,26.32,9.522972225,52.42,21.79973496,2.930301463,2.904221569,6.22,3.883478275,3.008661959,2.014073293
141,142,CA,Visalia,City,124442,"36.3270623157, -119.325273214",682954,NA,19.4,three,0.612,80.6,21.1,16.3,28.9,52.5,5.9,9,6.1,64.7,69.2,58.5,6.4,27.5,26.7,15.7,63.8,10.2,32.9,2.6,25.1,76.6,13.2,29.4,81.8,14.1,32.8,2.9,12.8,36.32706232,-119.3252732,12.77692308,9.533550742,23.86,7.679387996,54.07,22.0915293,3.278653905,2.571880913,8.83,1.1889371,3.66175862,1.343680092
142,143,CA,Vista,City,93834,"33.1895481978, -117.238607217",682996,NA,21.1,three,0.715,78.9,21.4,17.4,27.1,52.2,5.8,8.8,6.2,64.6,73.4,59.9,6.5,28,25.4,16.6,57.4,10.8,31.4,2.7,25.4,76.9,13.5,26.3,80.3,14,36.2,2.9,12.8,33.1895482,-117.2386072,12.60769231,9.028331475,24.38,7.963793066,53.92,21.93610925,2.435067524,2.314918174,9.01,2.160644491,2.714451354,1.398290165
143,144,CA,West Covina,City,106098,"34.0554415174, -117.91128206",684200,NA,18.8,three,0.574,81.2,17.4,14.8,25.9,50.2,4.9,7.2,5,67.1,74.5,59.7,4.2,24.1,26.3,12.3,63.8,10.6,34.6,2.4,22.8,81.2,10.5,22.3,80.4,11.7,37.1,2.4,8.7,34.05544152,-117.9112821,11.19230769,9.606634993,21.86,9.676931332,54.61,23.73054525,1.830036136,1.503423513,4.28,1.954719269,1.741847369,0.825152723
144,145,CA,Westminster,City,89701,"33.7521523769, -117.993760054",684550,NA,19.5,three,0.617,80.5,18.6,13.5,27.6,53.3,4.9,7.9,5.2,64.6,72.9,54.9,5.5,22.6,26.2,15.8,57.3,10.8,32.4,2.4,28.7,77.1,12,18.4,70.4,12.9,36.2,2.7,12.2,33.75215238,-117.9937601,11.93076923,9.308005928,22.52,9.602447605,51.88,21.5727091,1.803009749,1.222870089,4.85,0.963815021,2.224363326,0.715565952
145,146,CA,Whittier,City,85331,"33.9678255596, -118.018796341",685292,NA,20.2,three,0.676,79.8,18.4,17.1,25.5,49.2,5.4,7.6,5.4,66.2,75,61.8,4.6,26,26.9,12.9,64.9,10.3,34.5,2.5,21.5,81.2,11.3,25.7,84.3,12.4,35.2,2.4,8.4,33.96782556,-118.0187963,11.43846154,9.511005771,22.48,8.570997608,55.57,23.77361049,2.333321099,2.028531664,7.46,1.280269858,2.406332226,0.664902144
146,147,CO,Arvada,City,106433,"39.8308263293, -105.146327974",803455,NA,11.8,one,0.161,88.2,21.6,20.4,23.8,51.4,5.9,8.5,4.5,60.3,76.2,65.9,4.5,41.6,36.2,16.5,69.3,5.8,29.2,2.2,14.4,73.3,9.3,20,84.5,8.9,26.6,2.2,9.7,39.83082633,-105.146328,10.46923077,8.715157736,19.58,4.648870831,57.05,22.05081253,1.494142604,1.261387524,3.59,0.991249594,2.489116461,0.887091776
147,148,CO,Aurora,City,325078,"39.7091594781, -104.726526621",804000,NA,18.9,three,0.58,81.1,23,16.5,28.1,53.7,5.7,9,5,61.2,73.2,61.1,5.3,38.1,31.6,18.2,60.9,8.4,30.7,2.5,19.9,71.5,10.9,25.8,80.5,11.5,33.2,2.8,14.9,39.70915948,-104.7265266,12.13846154,9.442593081,22.72,6.826199528,55.07,19.72652191,3.119888312,2.507304734,10,1.944778976,3.977113447,1.309480621
148,149,CO,Boulder,City,97385,"40.0275510494, -105.25151776",807850,NA,10.6,one,0.11,89.4,20.7,17.6,23.1,52.4,6,8.6,4.4,58.9,75.1,65.9,4.1,39.2,37.7,12.1,73.1,5.4,29.3,2,11.6,75.4,8.7,16.6,84.2,8.8,25.4,2.2,8.4,40.02755105,-105.2515178,10.13076923,8.632244264,16.66,5.560395669,57.25,22.63445014,0.927304793,1.910968064,4.96,1.767130817,4.116806437,0.515115439
149,150,CO,Centennial,City,100377,"39.592872073, -104.867986891",812815,NA,8.4,one,0.031,91.6,20,19.8,23.7,50.5,6.1,7.7,3.9,62.2,76.5,70,3.6,44.5,38.6,12.7,75.4,5.4,29.5,1.9,12.2,76,7.9,19.3,86.2,7.3,27.9,1.9,7.7,39.59287207,-104.8679869,9.738461538,8.827470236,18.38,6.402109028,58.83,23.55612919,1.145836453,0.935194223,2.35,1.899654989,1.721334249,0.8725217
150,151,CO,Colorado Springs,City,416427,"38.8672748077, -104.760664479",816000,NA,13.9,one,0.268,86.1,23.4,15.2,27.5,54.6,6,8.5,4.9,65,73.6,66.4,4.9,38.2,33.9,17.2,65.3,7.1,32.5,2.4,17,73.7,10,23.3,81.6,10.1,30,2.5,12.4,38.86727481,-104.7606645,11.70769231,9.800549435,20.54,6.109664475,56.62,21.42126669,2.531559415,2.028996445,6.46,1.551686444,3.64875425,1.354303025
151,152,CO,Denver,City,600158,"39.7620283743, -104.876365322",820000,NA,17.8,three,0.507,82.2,20.8,19.9,27.3,51.8,5.7,8.8,4.9,59.2,73.8,62.6,4.8,36.7,30.9,17,63.1,7.7,31.6,2.4,16.7,73.7,10.1,19.7,81.3,11.1,28.1,2.7,13,39.76202837,-104.8763653,11.60769231,9.347144086,20.28,4.615408974,55.09,20.67077647,3.927432581,2.94818763,11.82,1.648474966,4.731802999,1.426215072
152,153,CO,Fort Collins,City,143986,"40.5487758924, -105.065904872",827425,NA,11.4,one,0.132,88.6,21.6,18,23.9,52,6,8.8,4.6,62.8,73.5,65.8,4.6,37.2,31.7,14.7,68,6.1,30.6,2.2,14.5,74.2,9.4,20.1,83.1,9.5,24.5,2.3,9.5,40.54877589,-105.0659049,10.7,8.933644273,18.36,4.157884077,55.97,22.62560251,2.286917213,2.068540525,5.7,1.750363661,3.860957805,1.222694024
153,154,CO,Greeley,City,92889,"40.4141369521, -104.771170982",832155,NA,20.7,three,0.697,79.3,23.6,16.1,28.1,53.5,5.6,9,5.3,56.5,70.2,58.9,5.6,35.8,28.6,18.6,57.7,7.9,29.1,2.6,22.1,69.5,11.4,27,79.2,12.1,31.7,2.7,15,40.41413695,-104.771171,12.15384615,9.231794281,23.1,6.313081656,53.06,19.02741881,2.917349382,2.542015885,10.94,1.895059366,4.587272012,1.076541468
154,155,CO,Lakewood,City,142980,"39.6976734462, -105.116965444",843000,NA,14.4,two,0.3,85.6,21.9,19.4,24.6,52,5.8,8.6,4.6,60,75.3,63.9,4.7,41,35.1,16.8,66.5,6.4,29.6,2.3,15.7,72.4,9.7,20.9,83.2,9.7,27.1,2.3,10.4,39.69767345,-105.1169654,10.81538462,8.845982719,19.98,4.480736547,56.38,21.02082565,2.063064937,1.707116008,5.78,1.390902914,3.020565399,0.986776683
155,156,CO,Longmont,City,86270,"40.1695164708, -105.10195106",845970,NA,15.3,two,0.347,84.7,21.9,17.6,22.5,51.7,5.9,8.9,4.9,58.4,75.8,62.2,4.9,36.4,35.3,14.5,68.2,6.4,29,2.2,14.8,73.1,10,18.2,83.5,10.5,27.2,2.5,12.2,40.16951647,-105.1019511,10.90769231,8.432720156,18.46,5.154415583,55.99,21.39929646,2.450563494,1.711943817,6.55,1.103233512,3.421997276,1.230494879
156,157,CO,Loveland,City,66859,"40.4165693758, -105.061758435",846465,NA,11.6,one,0.145,88.4,21.9,18.9,22.9,51.2,6,8.8,4.6,62.8,74.8,66,4.8,37,32.2,15.7,67.9,6,30.1,2.2,15.1,74.2,9.6,20.1,83.9,9.5,24.8,2.3,10.1,40.41656938,-105.0617584,10.67692308,8.738149484,18.92,3.902819494,56.16,22.78528765,1.345548215,1.163328558,2.74,1.1027239,2.208459116,0.783900504
157,158,CO,Pueblo,City,106595,"38.2733957251, -104.612001218",862000,NA,24.4,four,0.83,75.6,24.9,14.5,29.7,54.3,5.5,9.1,5.7,62.5,67.3,53.8,5.8,32.3,31.1,20.5,55.3,9.6,34.2,2.7,23.8,70.7,12,30.6,77.9,13.5,35,3,15,38.27339573,-104.6120012,13.13076923,10.28432339,24.88,8.112151379,52.96,18.14051328,3.282811176,2.978935054,8.94,1.595183005,4.358442046,1.384356823
158,159,CO,Thornton,City,118772,"39.9193994188, -104.944956758",877290,NA,16.6,two,0.412,83.4,21.8,17.5,26,49.2,5.9,8.6,4.8,58.7,72.4,63.3,4.9,35.6,32.9,18.5,66.4,7.5,30.9,2.4,18.2,73.8,10,25.1,82.4,10.2,31.1,2.4,14.4,39.91939942,-104.9449568,11.52307692,9.196390039,22.08,5.901864112,55.13,21.06155265,3.062250648,1.998141778,8,1.872355662,3.986579047,1.927493672
159,160,CO,Westminster,City,106114,"39.8838511475, -105.062645316",883835,NA,13.6,one,0.255,86.4,21.5,18.7,25.1,50.1,5.9,8.5,4.6,59.6,74,65.1,4.6,38.2,34.5,17,68.6,6.7,30.2,2.2,16.1,74.1,9.4,22.3,83.4,9.4,28.9,2.3,12.6,39.88385115,-105.0626453,11,8.996202903,20.6,5.210566188,56.12,21.77770522,2.575375083,1.944709217,8.44,1.118728309,3.665928817,1.175467347
160,161,CT,Bridgeport,City,144229,"41.1928054233, -73.196054694",908000,NA,23,three,0.779,77,23.7,14.4,34.4,60.5,5.6,10.5,6.5,66.2,76.3,59.4,7.1,27.3,30.2,22.6,56.9,12.5,31.4,3.1,29.7,77.9,14.3,32.5,80.4,14,40.6,3.7,16.5,41.19280542,-73.19605469,14.1,10.13673189,27.96,9.950025126,55.81,21.6068122,3.310684673,3.316415699,9.48,1.234096556,3.514923478,1.294610779
161,162,CT,Danbury,City,80893,"41.4015898606, -73.470938682",918430,NA,15.4,two,0.351,84.6,21.2,17.2,28.3,56.1,6.3,9.1,5.5,64.8,78.1,66.3,5.8,32.6,36.9,19.2,68,8.5,30.7,2.4,22.6,79.3,11.8,25.1,83.2,10.4,35.4,2.6,11.2,41.40158986,-73.47093868,11.83076923,9.207097318,23.9,7.112664761,58.07,22.64842648,1.844760921,2.332646157,7.53,1.50564019,2.976063235,0.825025252
162,163,CT,Hartford,City,124775,"41.7660706419, -72.6834012389",937000,NA,24.4,four,0.831,75.6,26.6,12.3,39.5,65.1,5.3,12.1,7.2,70.9,74.4,56.5,8,24.2,25,21.6,55.3,15.5,36.5,3.5,33.8,79,15.9,38.6,80.5,16.9,42,4.4,24.9,41.76607064,-72.68340124,16.63846154,11.97842077,29.66,12.40636933,55.53,22.95396601,3.8735386,2.985339177,8.15,1.07595813,3.540199069,1.82840655
163,164,CT,New Britain,City,73206,"41.675922654, -72.7861630705",950370,NA,18.3,three,0.534,81.7,24.7,14.7,33.4,61.8,6.2,10.8,6.4,69.3,75.9,62.2,7.2,29.4,31.3,19.7,64.5,11.1,35.9,2.8,27.7,79.4,14,32.4,83,13.7,37.4,3.2,18.7,41.67592265,-72.78616307,14.46923077,10.86027813,26.38,9.225887491,57.51,22.87630749,3.241545781,2.986493405,7.49,1.596752657,3.343522522,1.472041019
164,165,CT,New Haven,City,129779,"41.3113869392, -72.9247595793",952000,NA,17.4,two,0.464,82.6,25.2,12.9,35.8,61.5,5.8,11.1,6.2,70.5,75.8,64.2,6.8,31.3,32,19.6,64.4,12.3,32.8,2.9,28.1,81.9,13.4,35.3,82.3,13.1,42.6,3.7,16.6,41.31138694,-72.92475958,14.28461538,10.72969758,27.7,11.88044612,58.13,23.00608857,4.462732178,3.291546684,9.44,1.734116862,3.144727624,2.277822012
165,166,CT,Norwalk,City,85603,"41.1175631682, -73.4224513123",955990,NA,12.9,one,0.214,87.1,20.2,17.6,28.8,56.9,6.3,8.7,5,66.3,78.6,69.1,4.9,33.7,38.7,16.4,71.9,8.1,30.4,2.3,19.8,81.4,10.4,24.6,85.6,9,34.4,2.4,9.2,41.11756317,-73.42245131,11.20769231,9.325275826,22.56,7.323114092,59.51,23.79166287,1.279990868,1.701088269,6.13,1.633205225,1.263095901,0.337067825
166,167,CT,Stamford,City,122643,"41.1049145013, -73.5589363142",973000,NA,13.3,one,0.239,86.7,20.1,17.1,29.2,57.1,6.2,8.6,5,66.2,78.1,68.8,4.9,33.7,38.3,16,71.5,8.2,30.6,2.3,20,81.4,10.3,24.2,85.1,9.1,34.3,2.4,9.4,41.1049145,-73.55893631,11.25384615,9.414228184,22.32,7.409925776,59.35,23.5969984,2.10108702,2.241963425,7.73,1.732368321,2.027165509,0.815332243
167,168,CT,Waterbury,City,110366,"41.5582443266, -73.036129832",980000,NA,19,three,0.576,81,25.6,13.8,32.6,59.6,6.1,11.2,6.5,68.5,76.2,63.1,7.5,32.1,33.3,21.9,63.6,11.2,32.8,2.8,29,79.9,14.5,34.5,81.1,13.7,41.9,3.4,16.5,41.55824433,-73.03612983,14.18461538,10.22454939,28.22,10.89802734,57.64,21.89683894,3.433177297,2.893460973,8.75,1.356836501,2.90772325,1.402770313
168,169,DE,Wilmington,City,70851,"39.7412748227, -75.5418960925",1077580,NA,18.3,three,0.533,81.7,26.2,14.7,39.4,68.5,5.7,11,6.5,74.4,75.5,62,7.2,28.8,30.4,24.6,54.6,13.8,34.2,3.6,31.4,82.5,14.4,39.3,84.4,14.8,44.2,4.2,19.9,39.74127482,-75.54189609,15.45384615,11.52819843,30.84,11.72403514,57.94,24.03858935,4.155559834,3.60307588,8.31,1.381548963,2.809917091,1.934128085
169,170,DC,Washington,City,601723,"38.9099241426, -77.0147205666",1150000,NA,9.9,one,0.075,90.1,21.4,20.3,31.2,59.3,5.7,10.2,4.8,72,80,66.9,5.1,31.5,28.7,18,69.2,10,32.4,2.6,20.5,79.9,10.9,25.4,86,9.8,35.2,3.5,11.7,38.90992414,-77.01472057,12.25384615,9.939199782,23.88,6.878735349,58.34,25.869639,4.211174236,3.939483057,6.3,1.479984426,3.280324833,2.256745041
170,171,FL,Boca Raton,City,84392,"26.3749012715, -80.1078208861",1207300,NA,15,two,0.342,85,20.9,18.9,29.1,60.1,6.7,7.7,5.3,71.6,77.4,71.5,5.2,38,34.4,15.1,71.9,7.3,35.3,2.6,17.6,80.2,10.7,20.9,85,9.6,34.8,2.2,7.6,26.37490127,-80.10782089,11.55384615,10.3397788,21.46,7.748741833,60.51,23.3475885,1.426489325,2.885774126,7.25,2.980066731,1.752137157,1.047096107
171,172,FL,Boynton Beach,City,68217,"26.5279818052, -80.0814660417",1207875,NA,22.3,three,0.735,77.7,24,16.4,33.6,63.5,6.4,9.2,6.4,72.8,77.3,64.7,7.3,33.8,29.9,20.6,60.4,10.3,35.6,3.2,24.5,77.3,13.8,26.7,81.3,13.2,40.7,3.2,12.8,26.52798181,-80.08146604,13.76923077,10.73377726,25.78,9.218297023,58.33,21.69603394,3.617687527,3.31540104,7.72,4.395147192,2.643120685,2.846886807
172,173,FL,Cape Coral,City,154305,"26.6448544993, -81.9931108298",1210275,NA,20.1,three,0.658,79.9,24.1,19.5,28.2,58.4,6.6,8.5,6.2,70.3,74.8,64.7,6.8,34.4,33,20.6,62.3,8.6,34,2.8,20.8,80.1,13,25.5,80.5,11.8,34,2.7,12.7,26.6448545,-81.99311083,12.76923077,9.880400179,24.08,6.005580738,57.86,21.36951099,1.476940987,1.460852036,4.18,2.193188066,1.406975935,1.359712372
173,174,FL,Clearwater,City,107685,"27.9805997919, -82.7544099135",1212875,NA,21.2,three,0.715,78.8,24.5,20,30.9,60.5,6.6,8.9,6.4,69.8,75.1,64.7,7.3,35.1,34.2,22.6,57.4,9.2,34.9,2.8,21.9,77.8,13.6,28.5,79,12.7,37.3,2.9,14.7,27.98059979,-82.75440991,13.49230769,10.35522908,26.06,7.040809613,57.48,20.43574211,2.705178749,2.881230998,7.57,2.466323979,2.420092809,1.662432717
174,175,FL,Coral Springs,City,121096,"26.2701700158, -80.2592221493",1214400,NA,18.2,three,0.527,81.8,21.9,18.1,27.6,60,6.1,8.1,5.6,73.9,77,67.2,5.7,31.4,29,15.5,67.6,8.9,32.3,2.9,20.4,81,11.6,24.1,83,10.5,36.2,2.6,10.1,26.27017002,-80.25922215,11.83846154,9.445416742,22.86,8.098950549,58.83,23.74475615,1.699954751,1.671664302,5.21,0.803951778,1.885507481,0.892162455
175,176,FL,Davie,City,91992,"26.0789340778, -80.2869750311",1216475,NA,19.3,three,0.596,80.7,21.7,18.4,26.7,58.8,6.2,7.9,5.6,72.8,76.4,66.5,5.7,31.9,29.5,15.6,67.5,8.7,32.5,2.9,20.5,80.4,11.7,23.7,82.3,10.6,35.3,2.5,9.9,26.07893408,-80.28697503,11.73846154,9.358822795,22.7,7.640353395,58.54,23.09695507,1.734248842,1.890401822,6.14,1.612554909,2.557994006,1.154762396
176,177,FL,Deerfield Beach,City,75018,"26.3049966413, -80.1277706584",1216725,NA,24.3,four,0.82,75.7,24.8,16.8,30.7,62.2,6.3,9.4,6.7,72.9,75.6,61.3,7.9,29.6,26.4,21.3,57.8,10.6,33.1,3.3,25.7,77.6,14.7,28.4,78.4,13.9,39.3,3.4,14.2,26.30499664,-80.12777066,13.76923077,9.87230002,26.3,8.500294113,56.61,21.81271036,3.291231666,3.293130104,8.44,3.322483568,2.399540397,2.224826497
177,178,FL,Deltona,City,85182,"28.905060048, -81.2134269839",1217200,NA,23.7,four,0.801,76.3,24.4,19.2,32.2,59.3,6.2,9,6.7,70.3,74.6,62.8,7.5,33.9,28.5,23,56.4,10.9,35.8,3.1,25.9,74.9,14,27.3,78.4,13.3,37.1,3,14.8,28.90506005,-81.21342698,13.91538462,10.59275272,26.5,6.687675231,56.28,20.42296093,1.927910329,1.199448403,3.38,0.773836888,1.916626172,1.305503058
178,179,FL,Fort Lauderdale,City,165521,"26.1418205174, -80.1471225502",1224000,NA,22,three,0.736,78,23.4,17.5,31.2,62.6,6.2,9,6.4,73.6,75.6,64.6,7,31.4,28.6,19.2,61.2,10.2,33,3.2,23.2,79.9,13.5,27.5,80.3,12.5,38.3,3.2,12.1,26.14182052,-80.14712255,13.14615385,9.925356029,25.14,8.309211756,57.98,22.29323764,4.35188207,4.365499714,10.81,2.466683306,2.791134653,2.307082264
179,180,FL,Gainesville,City,124354,"29.6817027431, -82.345278266",1225175,NA,20.4,three,0.685,79.6,25.2,16.3,33.2,63.3,6.3,9.3,6.4,70.5,75.4,64.7,7.4,34.4,28.9,19.7,58.2,10.1,31.8,3,22.6,76.1,13.7,27.9,77,13.2,36.2,3.3,13.4,29.68170274,-82.34527827,13.56153846,10.17722445,24.54,7.783508206,56.89,21.14985947,3.544430559,3.114344898,7.15,3.575038587,3.071947568,2.507256735
180,181,FL,Hialeah,City,224669,"25.869626948, -80.3045294666",1230000,NA,42.8,four,0.99,57.2,21.4,14.2,30,59.9,4.5,7.8,7.1,69.5,70.4,51.2,5.8,21.5,19.5,17.6,52.3,14.7,35.9,3.9,34.7,75,14.6,32.2,75.9,16.9,36.7,3.1,15.3,25.86962695,-80.30452947,13.92307692,10.26970901,27.08,10.39937498,53.8,20.6744609,2.715623486,1.579053143,5.32,0.676608506,2.54684337,1.227047106
181,182,FL,Hollywood,City,140768,"26.0287025703, -80.1683976059",1232000,NA,24.3,four,0.824,75.7,23,17.3,29,60.6,6,8.5,6.2,72.7,75.3,62.8,6.5,30.3,27.3,17.9,61.4,10.2,33.1,3.2,24,79,13.1,26.8,80.4,12.5,37.5,2.9,11.8,26.02870257,-80.16839761,12.76923077,9.680942156,24.7,8.211881636,57.41,21.96332549,2.355230189,2.435321317,7.21,1.710408079,2.203843091,1.235619805
182,183,FL,Jacksonville,City,821784,"30.3319820139, -81.6752266207",1235000,NA,20.2,three,0.679,79.8,25.3,17.4,33,64.3,6.3,9.2,6.4,70.6,75.9,65.4,7.4,31.5,29.1,21.1,57.7,10.6,34.8,3.2,25.5,78.7,13.8,30.6,78.6,12.9,37.8,3.4,16,30.33198201,-81.67522662,14.02307692,10.60967749,26.48,8.022904711,57.2,22.07678519,3.843422171,3.062796004,7.61,1.320551278,2.647588958,2.26176476
183,184,FL,Lakeland,City,97422,"28.0558482664, -81.9539536462",1238250,NA,22.7,three,0.76,77.3,25.4,16.7,34.9,62.9,6.4,9.7,6.9,70.6,75,61.9,8.2,32.6,29.9,21.9,56.8,10.7,33.7,3.1,26,75.9,14.7,31.2,77.2,13.8,37.8,3.4,16.3,28.05584827,-81.95395365,14.4,10.64956963,26.72,8.16988372,56.55,20.64866151,4.422116542,3.278410546,8.51,2.596036635,3.142050784,3.099218481
184,185,FL,Largo,City,77648,"27.9090907734, -82.7714203383",1239425,NA,20.3,three,0.686,79.7,25.1,20.2,30.2,59.7,6.7,9,6.6,69.3,75.4,63.5,7.8,34.3,33.2,23.9,56.7,9,35,2.8,22.3,76.5,14,28,78,13,37.5,2.9,16.1,27.90909077,-82.77142034,13.70769231,10.31216608,26.38,6.842294937,56.69,20.51663011,2.151052117,2.352141881,5.77,2.941965272,2.300025575,1.918880101
